day,project,stars
2018-12-09,MarquezProject/marquez,42
2018-12-10,MarquezProject/marquez,44
2018-12-11,MarquezProject/marquez,45
2018-12-12,MarquezProject/marquez,46
2018-12-13,MarquezProject/marquez,46
2018-12-14,MarquezProject/marquez,46
2018-12-15,MarquezProject/marquez,46
2018-12-16,MarquezProject/marquez,46
2018-12-17,MarquezProject/marquez,46
2018-12-18,MarquezProject/marquez,47
2018-12-19,MarquezProject/marquez,47
2018-12-20,MarquezProject/marquez,47
2018-12-21,MarquezProject/marquez,47
2018-12-22,MarquezProject/marquez,47
2018-12-23,MarquezProject/marquez,47
2018-12-24,MarquezProject/marquez,47
2018-12-25,MarquezProject/marquez,47
2018-12-26,MarquezProject/marquez,47
2018-12-27,MarquezProject/marquez,47
2018-12-28,MarquezProject/marquez,47
2018-12-29,MarquezProject/marquez,47
2018-12-30,MarquezProject/marquez,47
2018-12-31,MarquezProject/marquez,47
2019-01-01,MarquezProject/marquez,47
2019-01-02,MarquezProject/marquez,47
2019-01-03,MarquezProject/marquez,48
2019-01-04,MarquezProject/marquez,48
2019-01-05,MarquezProject/marquez,48
2019-01-06,MarquezProject/marquez,55
2019-01-07,MarquezProject/marquez,59
2019-01-08,MarquezProject/marquez,59
2019-01-09,MarquezProject/marquez,60
2019-01-10,MarquezProject/marquez,61
2019-01-11,MarquezProject/marquez,61
2019-01-12,MarquezProject/marquez,61
2019-01-13,MarquezProject/marquez,61
2019-01-14,MarquezProject/marquez,61
2019-01-15,MarquezProject/marquez,62
2019-01-16,MarquezProject/marquez,63
2019-01-17,MarquezProject/marquez,63
2019-01-18,MarquezProject/marquez,63
2019-01-19,MarquezProject/marquez,64
2019-01-20,MarquezProject/marquez,64
2019-01-21,MarquezProject/marquez,65
2019-01-22,MarquezProject/marquez,65
2019-01-23,MarquezProject/marquez,65
2019-01-24,MarquezProject/marquez,65
2019-01-25,MarquezProject/marquez,66
2019-01-26,MarquezProject/marquez,66
2019-01-27,MarquezProject/marquez,66
2019-01-28,MarquezProject/marquez,67
2019-01-29,MarquezProject/marquez,69
2019-01-30,MarquezProject/marquez,69
2019-01-31,MarquezProject/marquez,69
2019-02-01,MarquezProject/marquez,69
2019-02-02,MarquezProject/marquez,70
2019-02-03,MarquezProject/marquez,70
2019-02-04,MarquezProject/marquez,70
2019-02-05,MarquezProject/marquez,70
2019-02-06,MarquezProject/marquez,70
2019-02-07,MarquezProject/marquez,70
2019-02-08,MarquezProject/marquez,70
2019-02-09,MarquezProject/marquez,70
2019-02-10,MarquezProject/marquez,70
2019-02-11,MarquezProject/marquez,72
2019-02-12,MarquezProject/marquez,72
2019-02-13,MarquezProject/marquez,72
2019-02-14,MarquezProject/marquez,72
2019-02-15,MarquezProject/marquez,73
2019-02-16,MarquezProject/marquez,73
2019-02-17,MarquezProject/marquez,73
2019-02-18,MarquezProject/marquez,73
2019-02-19,MarquezProject/marquez,73
2019-02-20,MarquezProject/marquez,73
2019-02-21,MarquezProject/marquez,74
2019-02-22,MarquezProject/marquez,74
2019-02-23,MarquezProject/marquez,74
2019-02-24,MarquezProject/marquez,74
2019-02-25,MarquezProject/marquez,74
2019-02-26,MarquezProject/marquez,74
2019-02-27,MarquezProject/marquez,75
2019-02-28,MarquezProject/marquez,75
2019-03-01,MarquezProject/marquez,76
2019-03-02,MarquezProject/marquez,76
2019-03-03,MarquezProject/marquez,76
2019-03-04,MarquezProject/marquez,76
2019-03-05,MarquezProject/marquez,76
2019-03-06,MarquezProject/marquez,76
2019-03-07,MarquezProject/marquez,76
2019-03-08,MarquezProject/marquez,76
2019-03-09,MarquezProject/marquez,76
2019-03-10,MarquezProject/marquez,76
2019-03-11,MarquezProject/marquez,76
2019-03-12,MarquezProject/marquez,76
2019-03-13,MarquezProject/marquez,76
2019-03-14,MarquezProject/marquez,76
2019-03-15,MarquezProject/marquez,76
2019-03-16,MarquezProject/marquez,76
2019-03-17,MarquezProject/marquez,76
2019-03-18,MarquezProject/marquez,76
2019-03-19,MarquezProject/marquez,76
2019-03-20,MarquezProject/marquez,76
2019-03-21,MarquezProject/marquez,76
2019-03-22,MarquezProject/marquez,76
2019-03-23,MarquezProject/marquez,76
2019-03-24,MarquezProject/marquez,76
2019-03-25,MarquezProject/marquez,76
2019-03-26,MarquezProject/marquez,76
2019-03-27,MarquezProject/marquez,78
2019-03-28,MarquezProject/marquez,78
2019-03-29,MarquezProject/marquez,79
2019-03-30,MarquezProject/marquez,79
2019-03-31,MarquezProject/marquez,79
2019-04-01,MarquezProject/marquez,80
2019-04-02,MarquezProject/marquez,80
2019-04-03,MarquezProject/marquez,80
2019-04-04,MarquezProject/marquez,88
2019-04-05,MarquezProject/marquez,88
2019-04-06,MarquezProject/marquez,88
2019-04-07,MarquezProject/marquez,88
2019-04-08,MarquezProject/marquez,88
2019-04-09,MarquezProject/marquez,88
2019-04-10,MarquezProject/marquez,91
2019-04-11,MarquezProject/marquez,91
2019-04-12,MarquezProject/marquez,91
2019-04-13,MarquezProject/marquez,91
2019-04-14,MarquezProject/marquez,91
2019-04-15,MarquezProject/marquez,92
2019-04-16,MarquezProject/marquez,94
2019-04-17,MarquezProject/marquez,94
2019-04-18,MarquezProject/marquez,94
2019-04-19,MarquezProject/marquez,94
2019-04-20,MarquezProject/marquez,94
2019-04-21,MarquezProject/marquez,94
2019-04-22,MarquezProject/marquez,94
2019-04-23,MarquezProject/marquez,94
2019-04-24,MarquezProject/marquez,95
2019-04-25,MarquezProject/marquez,97
2019-04-26,MarquezProject/marquez,100
2019-04-27,MarquezProject/marquez,101
2019-04-28,MarquezProject/marquez,101
2019-04-29,MarquezProject/marquez,102
2019-04-30,MarquezProject/marquez,104
2019-05-01,MarquezProject/marquez,104
2019-05-02,MarquezProject/marquez,104
2019-05-03,MarquezProject/marquez,104
2019-05-04,MarquezProject/marquez,104
2019-05-05,MarquezProject/marquez,106
2019-05-06,MarquezProject/marquez,106
2019-05-07,MarquezProject/marquez,106
2019-05-08,MarquezProject/marquez,106
2019-05-09,MarquezProject/marquez,106
2019-05-10,MarquezProject/marquez,106
2019-05-11,MarquezProject/marquez,106
2019-05-12,MarquezProject/marquez,106
2019-05-13,MarquezProject/marquez,106
2019-05-14,MarquezProject/marquez,106
2019-05-15,MarquezProject/marquez,106
2019-05-16,MarquezProject/marquez,106
2019-05-17,MarquezProject/marquez,106
2019-05-18,MarquezProject/marquez,106
2019-05-19,MarquezProject/marquez,106
2019-05-20,MarquezProject/marquez,106
2019-05-21,MarquezProject/marquez,106
2019-05-22,MarquezProject/marquez,107
2019-05-23,MarquezProject/marquez,108
2019-05-24,MarquezProject/marquez,108
2019-05-25,MarquezProject/marquez,109
2019-05-26,MarquezProject/marquez,109
2019-05-27,MarquezProject/marquez,109
2019-05-28,MarquezProject/marquez,110
2019-05-29,MarquezProject/marquez,110
2019-05-30,MarquezProject/marquez,110
2019-05-31,MarquezProject/marquez,110
2019-06-01,MarquezProject/marquez,110
2019-06-02,MarquezProject/marquez,110
2019-06-03,MarquezProject/marquez,112
2019-06-04,MarquezProject/marquez,114
2019-06-05,MarquezProject/marquez,115
2019-06-06,MarquezProject/marquez,116
2019-06-07,MarquezProject/marquez,116
2019-06-08,MarquezProject/marquez,116
2019-06-09,MarquezProject/marquez,116
2019-06-10,MarquezProject/marquez,116
2019-06-11,MarquezProject/marquez,116
2019-06-12,MarquezProject/marquez,117
2019-06-13,MarquezProject/marquez,117
2019-06-14,MarquezProject/marquez,117
2019-06-15,MarquezProject/marquez,117
2019-06-16,MarquezProject/marquez,117
2019-06-17,MarquezProject/marquez,117
2019-06-18,MarquezProject/marquez,117
2019-06-19,MarquezProject/marquez,117
2019-06-20,MarquezProject/marquez,118
2019-06-21,MarquezProject/marquez,118
2019-06-22,MarquezProject/marquez,118
2019-06-23,MarquezProject/marquez,118
2019-06-24,MarquezProject/marquez,118
2019-06-25,MarquezProject/marquez,119
2019-06-26,MarquezProject/marquez,119
2019-06-27,MarquezProject/marquez,119
2019-06-28,MarquezProject/marquez,120
2019-06-29,MarquezProject/marquez,120
2019-06-30,MarquezProject/marquez,120
2019-07-01,MarquezProject/marquez,122
2019-07-02,MarquezProject/marquez,122
2019-07-03,MarquezProject/marquez,123
2019-07-04,MarquezProject/marquez,123
2019-07-05,MarquezProject/marquez,124
2019-07-06,MarquezProject/marquez,124
2019-07-07,MarquezProject/marquez,124
2019-07-08,MarquezProject/marquez,125
2019-07-09,MarquezProject/marquez,125
2019-07-10,MarquezProject/marquez,125
2019-07-11,MarquezProject/marquez,125
2019-07-12,MarquezProject/marquez,127
2019-07-13,MarquezProject/marquez,127
2019-07-14,MarquezProject/marquez,127
2019-07-15,MarquezProject/marquez,128
2019-07-16,MarquezProject/marquez,129
2019-07-17,MarquezProject/marquez,129
2019-07-18,MarquezProject/marquez,131
2019-07-19,MarquezProject/marquez,131
2019-07-20,MarquezProject/marquez,131
2019-07-21,MarquezProject/marquez,131
2019-07-22,MarquezProject/marquez,131
2019-07-23,MarquezProject/marquez,131
2019-07-24,MarquezProject/marquez,131
2019-07-25,MarquezProject/marquez,131
2019-07-26,MarquezProject/marquez,131
2019-07-27,MarquezProject/marquez,131
2019-07-28,MarquezProject/marquez,132
2019-07-29,MarquezProject/marquez,132
2019-07-30,MarquezProject/marquez,133
2019-07-31,MarquezProject/marquez,133
2019-08-01,MarquezProject/marquez,133
2019-08-02,MarquezProject/marquez,135
2019-08-03,MarquezProject/marquez,135
2019-08-04,MarquezProject/marquez,135
2019-08-05,MarquezProject/marquez,136
2019-08-06,MarquezProject/marquez,136
2019-08-07,MarquezProject/marquez,137
2019-08-08,MarquezProject/marquez,138
2019-08-09,MarquezProject/marquez,138
2019-08-10,MarquezProject/marquez,138
2019-08-11,MarquezProject/marquez,138
2019-08-12,MarquezProject/marquez,140
2019-08-13,MarquezProject/marquez,140
2019-08-14,MarquezProject/marquez,140
2019-08-15,MarquezProject/marquez,142
2019-08-16,MarquezProject/marquez,142
2019-08-17,MarquezProject/marquez,142
2019-08-18,MarquezProject/marquez,142
2019-08-19,MarquezProject/marquez,142
2019-08-20,MarquezProject/marquez,142
2019-08-21,MarquezProject/marquez,142
2019-08-22,MarquezProject/marquez,142
2019-08-23,MarquezProject/marquez,142
2019-08-24,MarquezProject/marquez,142
2019-08-25,MarquezProject/marquez,142
2019-08-26,MarquezProject/marquez,143
2019-08-27,MarquezProject/marquez,144
2019-08-28,MarquezProject/marquez,144
2019-08-29,MarquezProject/marquez,145
2019-08-30,MarquezProject/marquez,145
2019-08-31,MarquezProject/marquez,145
2019-09-01,MarquezProject/marquez,146
2019-09-02,MarquezProject/marquez,146
2019-09-03,MarquezProject/marquez,146
2019-09-04,MarquezProject/marquez,147
2019-09-05,MarquezProject/marquez,147
2019-09-06,MarquezProject/marquez,148
2019-09-07,MarquezProject/marquez,148
2019-09-08,MarquezProject/marquez,148
2019-09-09,MarquezProject/marquez,148
2019-09-10,MarquezProject/marquez,148
2019-09-11,MarquezProject/marquez,148
2019-09-12,MarquezProject/marquez,148
2019-09-13,MarquezProject/marquez,148
2019-09-14,MarquezProject/marquez,148
2019-09-15,MarquezProject/marquez,148
2019-09-16,MarquezProject/marquez,148
2019-09-17,MarquezProject/marquez,148
2019-09-18,MarquezProject/marquez,148
2019-09-19,MarquezProject/marquez,148
2019-09-20,MarquezProject/marquez,148
2019-09-21,MarquezProject/marquez,148
2019-09-22,MarquezProject/marquez,148
2019-09-23,MarquezProject/marquez,148
2019-09-24,MarquezProject/marquez,148
2019-09-25,MarquezProject/marquez,149
2019-09-26,MarquezProject/marquez,150
2019-09-27,MarquezProject/marquez,150
2019-09-28,MarquezProject/marquez,152
2019-09-29,MarquezProject/marquez,152
2019-09-30,MarquezProject/marquez,152
2019-10-01,MarquezProject/marquez,152
2019-10-02,MarquezProject/marquez,152
2019-10-03,MarquezProject/marquez,152
2019-10-04,MarquezProject/marquez,152
2019-10-05,MarquezProject/marquez,152
2019-10-06,MarquezProject/marquez,152
2019-10-07,MarquezProject/marquez,152
2019-10-08,MarquezProject/marquez,152
2019-10-09,MarquezProject/marquez,152
2019-10-10,MarquezProject/marquez,153
2019-10-11,MarquezProject/marquez,153
2019-10-12,MarquezProject/marquez,153
2019-10-13,MarquezProject/marquez,153
2019-10-14,MarquezProject/marquez,153
2019-10-15,MarquezProject/marquez,155
2019-10-16,MarquezProject/marquez,156
2019-10-17,MarquezProject/marquez,156
2019-10-18,MarquezProject/marquez,159
2019-10-19,MarquezProject/marquez,159
2019-10-20,MarquezProject/marquez,159
2019-10-21,MarquezProject/marquez,159
2019-10-22,MarquezProject/marquez,159
2019-10-23,MarquezProject/marquez,159
2019-10-24,MarquezProject/marquez,159
2019-10-25,MarquezProject/marquez,159
2019-10-26,MarquezProject/marquez,159
2019-10-27,MarquezProject/marquez,159
2019-10-28,MarquezProject/marquez,159
2019-10-29,MarquezProject/marquez,159
2019-10-30,MarquezProject/marquez,159
2019-10-31,MarquezProject/marquez,159
2019-11-01,MarquezProject/marquez,159
2019-11-02,MarquezProject/marquez,159
2019-11-03,MarquezProject/marquez,159
2019-11-04,MarquezProject/marquez,160
2019-11-05,MarquezProject/marquez,160
2019-11-06,MarquezProject/marquez,160
2019-11-07,MarquezProject/marquez,160
2019-11-08,MarquezProject/marquez,160
2019-11-09,MarquezProject/marquez,160
2019-11-10,MarquezProject/marquez,160
2019-11-11,MarquezProject/marquez,160
2019-11-12,MarquezProject/marquez,160
2019-11-13,MarquezProject/marquez,160
2019-11-14,MarquezProject/marquez,160
2019-11-15,MarquezProject/marquez,162
2019-11-16,MarquezProject/marquez,164
2019-11-17,MarquezProject/marquez,165
2019-11-18,MarquezProject/marquez,165
2019-11-19,MarquezProject/marquez,166
2019-11-20,MarquezProject/marquez,166
2019-11-21,MarquezProject/marquez,166
2019-11-22,MarquezProject/marquez,166
2019-11-23,MarquezProject/marquez,167
2019-11-24,MarquezProject/marquez,167
2019-11-25,MarquezProject/marquez,167
2019-11-26,MarquezProject/marquez,167
2019-11-27,MarquezProject/marquez,167
2019-11-28,MarquezProject/marquez,167
2019-11-29,MarquezProject/marquez,167
2019-11-30,MarquezProject/marquez,167
2019-12-01,MarquezProject/marquez,167
2019-12-02,MarquezProject/marquez,167
2019-12-03,MarquezProject/marquez,167
2019-12-04,MarquezProject/marquez,167
2019-12-05,MarquezProject/marquez,167
2019-12-06,MarquezProject/marquez,167
2019-12-07,MarquezProject/marquez,167
2019-12-08,MarquezProject/marquez,168
2019-12-09,MarquezProject/marquez,169
2019-12-10,MarquezProject/marquez,169
2019-12-11,MarquezProject/marquez,170
2019-12-12,MarquezProject/marquez,170
2019-12-13,MarquezProject/marquez,170
2019-12-14,MarquezProject/marquez,170
2019-12-15,MarquezProject/marquez,170
2019-12-16,MarquezProject/marquez,175
2019-12-17,MarquezProject/marquez,180
2019-12-18,MarquezProject/marquez,181
2019-12-19,MarquezProject/marquez,183
2019-12-20,MarquezProject/marquez,185
2019-12-21,MarquezProject/marquez,186
2019-12-22,MarquezProject/marquez,188
2019-12-23,MarquezProject/marquez,189
2019-12-24,MarquezProject/marquez,189
2019-12-25,MarquezProject/marquez,189
2019-12-26,MarquezProject/marquez,189
2019-12-27,MarquezProject/marquez,191
2019-12-28,MarquezProject/marquez,191
2019-12-29,MarquezProject/marquez,191
2019-12-30,MarquezProject/marquez,191
2019-12-31,MarquezProject/marquez,191
2020-01-01,MarquezProject/marquez,192
2020-01-02,MarquezProject/marquez,192
2020-01-03,MarquezProject/marquez,193
2020-01-04,MarquezProject/marquez,193
2020-01-05,MarquezProject/marquez,193
2020-01-06,MarquezProject/marquez,193
2020-01-07,MarquezProject/marquez,195
2020-01-08,MarquezProject/marquez,196
2020-01-09,MarquezProject/marquez,196
2020-01-10,MarquezProject/marquez,197
2020-01-11,MarquezProject/marquez,197
2020-01-12,MarquezProject/marquez,197
2020-01-13,MarquezProject/marquez,198
2020-01-14,MarquezProject/marquez,198
2020-01-15,MarquezProject/marquez,198
2020-01-16,MarquezProject/marquez,198
2020-01-17,MarquezProject/marquez,199
2020-01-18,MarquezProject/marquez,199
2020-01-19,MarquezProject/marquez,201
2020-01-20,MarquezProject/marquez,202
2020-01-21,MarquezProject/marquez,203
2020-01-22,MarquezProject/marquez,203
2020-01-23,MarquezProject/marquez,203
2020-01-24,MarquezProject/marquez,204
2020-01-25,MarquezProject/marquez,205
2020-01-26,MarquezProject/marquez,206
2020-01-27,MarquezProject/marquez,206
2020-01-28,MarquezProject/marquez,206
2020-01-29,MarquezProject/marquez,206
2020-01-30,MarquezProject/marquez,207
2020-01-31,MarquezProject/marquez,210
2020-02-01,MarquezProject/marquez,210
2020-02-02,MarquezProject/marquez,210
2020-02-03,MarquezProject/marquez,210
2020-02-04,MarquezProject/marquez,211
2020-02-05,MarquezProject/marquez,212
2020-02-06,MarquezProject/marquez,212
2020-02-07,MarquezProject/marquez,212
2020-02-08,MarquezProject/marquez,212
2020-02-09,MarquezProject/marquez,212
2020-02-10,MarquezProject/marquez,212
2020-02-11,MarquezProject/marquez,214
2020-02-12,MarquezProject/marquez,215
2020-02-13,MarquezProject/marquez,215
2020-02-14,MarquezProject/marquez,215
2020-02-15,MarquezProject/marquez,215
2020-02-16,MarquezProject/marquez,215
2020-02-17,MarquezProject/marquez,215
2020-02-18,MarquezProject/marquez,216
2020-02-19,MarquezProject/marquez,217
2020-02-20,MarquezProject/marquez,217
2020-02-21,MarquezProject/marquez,218
2020-02-22,MarquezProject/marquez,220
2020-02-23,MarquezProject/marquez,221
2020-02-24,MarquezProject/marquez,221
2020-02-25,MarquezProject/marquez,221
2020-02-26,MarquezProject/marquez,221
2020-02-27,MarquezProject/marquez,221
2020-02-28,MarquezProject/marquez,221
2020-02-29,MarquezProject/marquez,221
2020-03-01,MarquezProject/marquez,221
2020-03-02,MarquezProject/marquez,221
2020-03-03,MarquezProject/marquez,221
2020-03-04,MarquezProject/marquez,221
2020-03-05,MarquezProject/marquez,223
2020-03-06,MarquezProject/marquez,223
2020-03-07,MarquezProject/marquez,223
2020-03-08,MarquezProject/marquez,223
2020-03-09,MarquezProject/marquez,223
2020-03-10,MarquezProject/marquez,224
2020-03-11,MarquezProject/marquez,225
2020-03-12,MarquezProject/marquez,225
2020-03-13,MarquezProject/marquez,225
2020-03-14,MarquezProject/marquez,225
2020-03-15,MarquezProject/marquez,225
2020-03-16,MarquezProject/marquez,226
2020-03-17,MarquezProject/marquez,228
2020-03-18,MarquezProject/marquez,228
2020-03-19,MarquezProject/marquez,229
2020-03-20,MarquezProject/marquez,229
2020-03-21,MarquezProject/marquez,231
2020-03-22,MarquezProject/marquez,231
2020-03-23,MarquezProject/marquez,231
2020-03-24,MarquezProject/marquez,231
2020-03-25,MarquezProject/marquez,232
2020-03-26,MarquezProject/marquez,232
2020-03-27,MarquezProject/marquez,233
2020-03-28,MarquezProject/marquez,233
2020-03-29,MarquezProject/marquez,233
2020-03-30,MarquezProject/marquez,233
2020-03-31,MarquezProject/marquez,234
2020-04-01,MarquezProject/marquez,234
2020-04-02,MarquezProject/marquez,234
2020-04-03,MarquezProject/marquez,235
2020-04-04,MarquezProject/marquez,235
2020-04-05,MarquezProject/marquez,235
2020-04-06,MarquezProject/marquez,235
2020-04-07,MarquezProject/marquez,236
2020-04-08,MarquezProject/marquez,236
2020-04-09,MarquezProject/marquez,237
2020-04-10,MarquezProject/marquez,238
2020-04-11,MarquezProject/marquez,238
2020-04-12,MarquezProject/marquez,238
2020-04-13,MarquezProject/marquez,240
2020-04-14,MarquezProject/marquez,242
2020-04-15,MarquezProject/marquez,243
2020-04-16,MarquezProject/marquez,243
2020-04-17,MarquezProject/marquez,245
2020-04-18,MarquezProject/marquez,245
2020-04-19,MarquezProject/marquez,245
2020-04-20,MarquezProject/marquez,245
2020-04-21,MarquezProject/marquez,247
2020-04-22,MarquezProject/marquez,248
2020-04-23,MarquezProject/marquez,249
2020-04-24,MarquezProject/marquez,249
2020-04-25,MarquezProject/marquez,251
